Code,Name,Officialname,Registration_number,Keph level,Facility type,Facility_type_category,Owner,Owner type,Regulatory body,Beds,Cots,Beds and Cots,County,Constituency,Sub county,Ward,Operation status,Open_whole_day,Open_public_holidays,Open_weekends,Open_late_night,Service_names,Approved,Public visible,Closed,latitude,longitude
23820,Oasis Doctors Plaza-Tom Mboya Estate,Oasis Doctors Plaza-Tom Mboya Estate,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,10,10,20,Kisumu,Kisumu Central,Kisumu Central,Railways,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
23816,LADNAN HOSPITAL,LADNAN HOSPITAL,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,0,Mandera,Mandera South,Mandera South,Elwak South,Operational,Yes,Yes,Yes,No,,Yes,Yes,No,,
23811,Amane Cottage Hospital,Amane Cottage Hospital,15151,Level 4,Primary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,12,2,14,Busia,Matayos,Matayos,Burumba,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
23787,Queenteric Annex Hospital,Queenteric Annex Hospital,14978,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),35,5,40,Siaya,Bondo,Bondo,West Sakwa,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
23785,Royal Gardens Hospital,Royal Gardens Hospital,15156,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Company,Private Practice,Kenya MPDB,28,10,38,Trans Nzoia,Saboti,Saboti,Matisi,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
23763,NAJ Hospital Limited,NAJ Hospital Limited,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Medical Specialist,Private Practice,,98,0,98,Kirinyaga,Gichugu,Kirinyaga East,Baragwi,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
23764,Kingdom Faith Based Hospital,Kingdom Faith Based Hospital,,Level 4,Primary care hospitals,HOSPITALS,Other Faith Based,Faith Based Organization,Kenya MPDB,17,17,34,Bungoma,Webute West,Webuye West,Matulo,Operational,Yes,No,No,No,,Yes,Yes,No,,
23758,Bethany hill crest hospital,Bethany hill crest hospital,14873,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,3,0,3,Nakuru,Rongai,Rongai,Menengai West,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
23755,NEOCARE MEMORIAL HOSPITAL,NEOCARE MEMORIAL HOSPITAL,6651,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,80,0,80,Migori,Uriri,Uriri,South Kanyamkago,Operational,Yes,Yes,Yes,No,,Yes,Yes,No,,
23745,Waberi Hospital,Waberi Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,,34,1,35,Garissa,Garissa Township,Garissa,Waberi,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
23738,Kory Family Hospital Kimilili,Kory Family HospitaI (Kimilili),,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Company,Private Practice,Kenya MPDB,74,6,80,Bungoma,Kimilili,Kimilili,Kimilili,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
23711,THE RHAMU HOSPITAL IMAGING AND DIAGNOSTIC CENTRE,THE RHAMU HOSPITAL IMAGING AND DIAGNOSTIC CENTRE,14727,Level 4,Primary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,20,6,26,Mandera,Mandera North,Mandera North,Rhamu,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
23702,Oasis Maternity and Nursing Home,Oasis Maternity and Nursing Home,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,20,2,22,Nyamira,West Mugirango,Nyamira,Bosamaro,Operational,No,No,No,No,,Yes,Yes,No,,
23677,Sori Lakeside Hospital (Sindo),Sori Lakeside Hospital (Sindo),1,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Pharmacy & Poisons Board,30,0,30,Homa Bay,Suba,Suba South,Kaksingiri West,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
23674,Sori Lakeside Hospital Annex-Nyatike,Sori Lakeside Hospital Annex-Nyatike,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,20,0,20,Migori,Nyatike,Nyatike,Macalder/Kanyarwanda,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
22143,Meru Jordan Hospital Ltd,Meru Jordan Hospital Ltd,6163,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,0,0,0,Meru,North Imenti,Imenti North,Municipality,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
23595,Rimaal Prime Community Hospital,Rimaal Prime Community Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice Lab Technician/Technologist,Private Practice,,7,2,9,Machakos,Yatta,Yatta,Kithimani,Operational,No,No,No,No,,Yes,Yes,No,,
23568,The Karen Hospital Limited(Naivasha),The Karen Hospital Limited(Naivasha),A0721,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,0,Nakuru,Naivasha,Naivasha,Viwandani,Operational,No,No,Yes,No,,Yes,Yes,No,,
23559,The Nairobi Hospital Warwick Outpatient Center,The Nairobi Hospital Warwick Outpatient Centre,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,0,Nairobi,Westlands,Westlands,Parklands/Highridge,Operational,No,Yes,Yes,No,,Yes,Yes,No,,
23542,St.Marys Mother & Child Hospital (Kiambu Town ),St Mary's Mother & Child Hospital,2760,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,10,2,12,Kiambu,Kiambu,Kiambu Town,Township,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
23543,Star Hospital Kisumu -Annex,Star Hospital Kisumu (Annex),,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,30,6,36,Kisumu,Kisumu East,Kisumu East,Kolwa Central,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
23523,Bliss Medical Centre,Bliss Medical Centre,CPR/2012/65082,Level 4,Primary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,0,Kirinyaga,Kirinyaga Central,Kirinyaga Central,Kerugoya,Operational,No,No,Yes,No,,Yes,Yes,No,,
23518,Aljezeera Hospital,Aljezeera Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,10,0,10,Garissa,Garissa Township,Garissa,Galbet,Operational,No,No,No,Yes,,Yes,Yes,No,,
23492,King David Hospital,King David Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,0,Kajiado,Kajiado North,Kajiado North,Ngong,Operational,No,No,No,No,,Yes,Yes,No,,
23488,Brain Spine and Rehabilitation,Brain Spine and Rehabilitation,A3356,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,12,0,12,Nairobi,Westlands,Westlands,Parklands/Highridge,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
23594,Getembe Hospital Kenyara Medical Centre,Getembe Hospital Kenyara Medical Centre,4246,Level 4,Primary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,50,5,55,Kisii,Kitutu Chache North,Kitutu Chache North,Sensi,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
23399,Bristol Park Hospital Utawala,Bristol Park Hospital Utawala,4369,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,12,0,12,Nairobi,Embakasi East,Embakasi East,Utawala,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
23385,Better Living Hospital,Better Living Hospital,BN/2012/166499,Level 4,Primary care hospitals,HOSPITALS,Seventh Day Adventist,Faith Based Organization,Kenya MPDB,13,4,17,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
23443,Aga KhanUniversity Hospital Thika Medical Centre,Aga Khan Medical Centre (Thika),13978,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Pharmacy & Poisons Board,0,0,0,Kiambu,Thika Town,Thika Town,Township,Operational,No,No,No,No,,Yes,Yes,No,,
23359,Makindu Medical Center - Makindu,Makindu Medical Center,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,12,1,13,Makueni,Kibwezi West,Kibwezi West,Makindu,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
23305,Nyali Bridge Hospital,Nyali Bridge Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,0,Mombasa,Kisauni,Kisauni,Junda,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
23297,Kabete Gardens Hospital,Kabete Gardens Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Company,Private Practice,,120,2,122,Kiambu,Kabete,Kabete,Nyadhuna,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
23246,The Mandera Hospital,The Mandera Hospital,4077,Level 4,Secondary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,26,3,29,Mandera,Mandera East,Mandera East,Township,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
23211,Doctors Plaza Garissa,Doctors Plaza Garissa,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,,0,0,0,Garissa,Garissa Township,Garissa,Iftin,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
23204,AIC Kijabe Hospital Nairobi Medical Centre,AIC Kijabe Hospital Nairobi Medical Centre,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,2,5,7,Nairobi,Dagoretti North,Dagoretti North,Kileleshwa,Operational,No,No,No,No,,Yes,Yes,No,,
23201,HAVEN HOSPITAL,HAVEN HOSPITAL,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,10,0,10,Siaya,Bondo,Bondo,North Sakwa,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
23137,Mainland Relief Hospital,Mainland Relief Hospital,6398,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,15,3,18,Siaya,Bondo,Bondo,North Sakwa,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
23124,Kwale District Eye Centre,Kwale Eye Centre,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,45,0,45,Kwale,Matuga,Matuga,Waangombeni,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
23068,Radiant Hospital Kasarani Annex,Radiant Hospital Kasarani Annex,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,0,Nairobi,Kasarani,Kasarani,Clay City,Operational,No,No,Yes,No,,Yes,Yes,No,,
23053,Shelly Beach Hospital,Shelly Beach Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Medical Specialist,Private Practice,,4,0,4,Mombasa,Likoni,Likoni,Timbwani,Operational,No,Yes,Yes,Yes,,Yes,Yes,No,,
23031,Arise Hospital Limited,Arise Hospital Limited,8163,Level 4,Primary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,13,5,18,Kiambu,Ruiru,Ruiru,Gatongora,Operational,No,No,No,No,,Yes,Yes,No,,
23030,Zombe Sub County Hospital,Zombe Sub County Hospital,GOK,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,20,5,25,Kitui,Kitui East,Kitui East,Zombe/Mwitika,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
22995,Balozi Hospital LTD,Balozi Hospital LTD,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,13,2,15,Nairobi,Starehe,Starehe,Nairobi South,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
22976,RADIANT GROUP OF HOSPITALS-UMOJA,Radiant Group of Hospitals (Umoja),,Level 4,Primary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,34,0,34,Nairobi,Embakasi West,Embakasi West,Umoja II,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
22965,Bristol Park Hospital(Machakos),Bristol Park Hospital (Machakos),,Level 4,Primary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,70,15,85,Machakos,Machakos Town,Machakos,Machakos Central,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
22934,Mazira Memorial Hospital,Mazira Memorial Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Company,Private Practice,,2,0,2,Kajiado,Kajiado East,Kajiado East,Kitengela,Operational,No,No,No,Yes,,Yes,Yes,No,,
22887,Afya Link Medical Center,Afya Link Medical Centre,11333,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Company,Private Practice,Clinical Officers Council,20,0,20,Kirinyaga,Mwea,Kirinyaga South,Tebere,Operational,Yes,Yes,Yes,No,,Yes,Yes,No,,
22886,Alexandria Cancer Centre & Palliative care Hospital,Alexandria Cancer Centre & Palliative Care Hospital,CPR/2015/211078,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,22,0,22,Nakuru,Nakuru Town East,Nakuru West,London,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
22879,ATIMIROS MEMORIAL,ATIMIROS MEMORIAL HOSPITAL,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),7,0,7,Uasin Gishu,Moiben,Moiben,Kimumu,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
22859,Mercy Mission Hospital - Annex Nakuru,Mercy Mission Hospital  Annex  (Nakuru),6356,Level 4,Primary care hospitals,HOSPITALS,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,41,1,42,Nakuru,Nakuru Town East,Nakuru East,Biashara,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
22844,South C Hospital Limited(South C),South C Hospital Limited(South C),5765,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,8,0,8,Nairobi,Langata,Langata,South C,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
22839,Marble Healthcare limited,Marble healthcare limited,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Medical Specialist,Private Practice,,16,3,19,Kisii,Bonchari,Bonchari,Bomorenda,Operational,Yes,No,No,No,,Yes,Yes,No,,
22815,Gynocare womens &fistula hospital,Gynocare womens &fistula hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Medical Specialist,Private Practice,,80,0,80,Uasin Gishu,Turbo,Turbo,Huruma,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
22785,Gertrude's Children Hospital-Thika Rd,Gertrude's Children Hospital Clinic (Thika Road),,Level 4,Primary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,0,Nairobi,Roysambu,Roysambu,Roysambu,Operational,No,Yes,Yes,Yes,,Yes,Yes,No,,
22775,Bethlehem Home Hospital,Bethlehem Home Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,6,6,12,Kisumu,Nyakach,Nyakach,South East Nyakach,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
22753,Ruai Family Hospital - Tala,Ruai Family Hospital - Tala,7728,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,20,4,24,Machakos,Matungulu,Matungulu,Tala,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
22682,Medicross Hospital,Medicross Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,5,5,Nakuru,Nakuru Town East,Nakuru West,London,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
22542,Oasis Mission Hospital,Oasis Mission Hospital,26516,Level 4,Primary care hospitals,HOSPITALS,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,15,5,20,Kiambu,Juja,Juja,Witeithie,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,-1.2323,36.738
22364,Chogoria Hospital Chuka Medical Center,Chogoria Hospital Chuka Medical Center,,Level 4,Primary care hospitals,HOSPITALS,Other Faith Based,Faith Based Organization,Kenya MPDB,0,0,0,Tharaka Nithi,Chuka/Igambang'ombe,Chuka,Karingani,Operational,No,No,No,No,,Yes,Yes,No,,
22354,Kisumu Specialist Hospital,Kisumu Specialist Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Medical Specialist,Private Practice,,50,4,54,Kisumu,Kisumu East,Kisumu East,Kajulu,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
22342,Bahati Community Hospital,Bahati Community Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,8,8,16,Nairobi,Embakasi West,Embakasi West,Umoja I,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
22321,Juja Modern Hospital & Maternity,Juja Modern Hospital & Maternity,BN/2016/428959,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,0,Kiambu,Juja,Juja,Kalimoni,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
22320,Lenmek Hospital Rongo Annex,Lenmek Hospital Rongo Annex,5689,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,1,0,1,Migori,Rongo,Rongo,Central Kamagambo,Operational,No,No,No,No,,Yes,Yes,No,,
22279,The River Jordan Medical Centre,River Jordan Medical Centre,4295,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,12,0,12,Taita Taveta,Voi,Voi,Mbololo,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
22251,Alpha Hill Medical Centre,Alpha Hill Medical Centre,6559,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,5,0,5,Nandi,Chesumei,Chesumei,Lelmoko/Ngechek,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
22170,Mercylight  Hospital-Lucky Summer,Mercylight Hospital (Lucky Summer),,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),7,1,8,Nairobi,Ruaraka,Ruaraka,Lucky Summer,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
22162,GALAXY,GALAXY HOSPITAL ISIOLO,6545,Level 4,Primary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,24,5,29,Isiolo,Isiolo North,Isiolo,Bulla Pesa,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
22153,SAINT GABRIEL HOSPITAL AND WELLNESS CENTER,Saint Gabriel Hospital And Wellness Centre,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Medical Specialist,Private Practice,,24,0,24,Kericho,Bureti,Bureti,Litein,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
22117,Hayat Hospital,Hayat Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,15,2,17,Nairobi,Starehe,Starehe,Pangani,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
22080,Machakos Doctors' Plaza,Machakos Doctors' Plaza,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,0,Machakos,Machakos Town,Machakos,Machakos Central,Operational,No,No,No,No,,Yes,Yes,No,,
22079,Universal Family Health Services( Machakos),Universal Family Health Services (Machakos),,Level 4,Primary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,0,Machakos,Machakos Town,Machakos,Machakos Central,Operational,No,Yes,Yes,No,,Yes,Yes,No,,
22065,The Galilee Medical Center Milimani Kitale limited,The Galilee Medical Center Milimani Kitale limited,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,54,10,64,Trans Nzoia,Kiminini,Kiminini,Hospital,Operational,Yes,No,No,No,,Yes,Yes,No,,
22054,Caritas community hospital,Caritas community hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,25,5,30,Kiambu,Thika Town,Thika Town,Hospital,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,-1.0689668,37.1697503
22005,Family Heritage  Hospital,Family Heritage Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Medical Specialist,Private Practice,Kenya MPDB,40,15,55,Muranga,Kiharu,Kiharu,Township,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
21982,St. Ann Hospital Gathanga,St Ann hospital (Gathanga),,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,0,Kiambu,Kiambaa,Kiambaa,Muchatha,Operational,No,Yes,Yes,Yes,,Yes,Yes,No,,
21925,Afya International Hospital,Afya International Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Medical Specialist,Private Practice,,22,4,26,Kilifi,Magarini,Magarini,Sabaki,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
